Filename,ClassId
02305,1
04332,0
07574,5
06789,8
00718,1
10407,25
07710,25
10581,17
00669,4
08175,18
09844,36
03331,1
09869,12
05197,38
08286,26
04176,10
05093,23
00841,10
01874,14
00812,4
01458,38
11254,31
03124,10
02485,36
06774,25
04734,1
10797,35
01359,2
02618,34
05157,5
03821,28
07696,12
11052,2
07043,13
02868,38
03678,10
11714,34
10410,7
03037,1
10601,12
08669,12
05090,9
11515,35
12498,32
04049,35
10285,25
04559,5
07663,38
02117,7
04721,3
02924,5
11204,3
08640,29
00198,21
09484,10
05270,5
08588,31
06293,38
02523,13
12456,33
10890,4
12294,22
11467,2
09304,13
03907,14
11756,12
01979,3
04990,2
09376,4
06973,1
08128,7
01099,5
00067,2
06698,34
03922,0
03648,12
05622,8
11493,12
01301,18
11375,28
05044,35
00907,21
02203,10
05506,38
12062,33
00564,12
04827,22
04441,12
09310,37
07985,24
12042,9
09510,1
03318,13
06534,11
09533,12
01347,38
01062,13
07190,11
04114,26
03454,40
03464,10
01935,7
00743,17
04003,2
04376,5
00793,3
04409,18
09707,2
00372,3
06522,14
02625,5
01332,4
07652,31
09330,25
03027,8
02729,12
07856,13
06153,13
06317,17
00291,31
12464,4
11964,7
07274,14
00497,9
00559,24
02647,31
10590,2
08611,5
11787,12
11257,5
07596,36
05018,12
10737,2
06530,25
06087,25
11932,17
10894,17
08277,12
06484,1
10625,9
01298,28
00804,12
05474,38
09335,30
01637,2
04305,1
08795,13
05625,10
02824,38
04261,25
09374,10
00483,6
05680,10
07008,35
05768,33
04901,31
04044,25
10305,8
02636,13
06292,26
08230,10
08612,13
08922,17
02188,6
05083,12
05099,7
10064,7
12482,2
10896,15
00052,15
01401,13
11844,9
11004,5
00064,15
07059,8
01025,30
00125,10
08672,14
12158,25
06072,11
08439,15
07706,35
06939,42
09394,5
07666,2
01066,31
12053,20
00253,36
06164,13
04962,5
01396,13
09325,8
09519,1
06938,18
10251,35
00317,40
12628,7
01003,12
04157,18
02660,30
09370,6
10843,38
04665,12
09382,28
10449,3
12129,8
11041,1
09329,34
06233,38
00861,6
00031,17
02168,13
05332,25
06297,5
09435,2
08221,1
03946,11
09343,1
04814,5
08451,4
09055,37
08671,18
07045,7
04834,7
05008,35
12135,40
09153,12
06889,9
05744,3
04546,2
01471,2
06959,9
04213,13
09540,10
04422,5
12462,4
10850,2
09764,8
01441,25
04457,3
10859,38
05588,10
12234,5
01399,12
05819,37
02565,5
02206,14
00576,3
10298,10
05005,13
12352,33
10318,18
07849,8
10054,18
01166,26
07670,5
02899,12
06043,35
00583,1
00393,2
11887,3
11033,1
09836,23
10289,5
09045,5
12113,8
12311,9
09192,25
11231,12
04215,16
10936,22
04566,25
02798,38
02960,14
08643,38
02316,21
09107,15
03361,31
11592,14
09251,8
06520,13
04493,4
09188,10
11945,2
04805,10
10752,4
11884,2
06653,18
10098,2
06635,23
01449,12
02982,12
06842,12
03672,33
03396,13
09752,11
09985,15
08012,25
02695,13
05799,6
09584,9
01164,4
03541,5
05385,7
12539,5
07147,31
09053,5
03827,12
00080,21
11704,35
06352,23
04946,5
01102,2
11769,12
11496,13
09286,13
08161,4
00824,25
10307,5
10470,12
02331,38
09899,24
12040,26
00672,36
06957,3
00320,8
11138,7
05825,12
04960,7
06139,30
03304,1
03718,33
11094,5
00081,33
08043,31
11043,1
02227,8
04339,7
11194,5
08133,27
11610,7
01302,14
05960,12
11163,7
01602,1
06321,42
01035,2
10514,9
07034,31
06089,10
12347,12
06149,18
06844,33
06917,26
07862,5
05158,38
06505,9
06495,11
08305,35
08385,4
11438,6
09292,10
04921,38
10466,12
01395,42
11789,11
10712,2
01296,29
02746,12
04693,38
01665,25
06645,21
05464,23
04561,3
06747,35
05259,38
12559,1
03460,12
02553,4
03205,13
08249,8
00862,9
04246,38
07786,31
03435,2
04303,25
04605,0
10687,38
00714,4
10569,1
12394,10
00941,29
06313,4
11349,12
02846,23
11517,5
08731,38
02724,18
00906,13
09938,9
05812,13
09615,10
11959,13
11971,22
09387,13
00060,38
01426,10
06448,7
06723,23
05070,10
10432,14
07042,12
11534,7
01330,10
03824,17
01494,7
02525,13
02589,26
03641,10
11804,0
09602,2
10745,32
01722,13
10711,4
10613,34
11589,4
01423,14
06855,1
07726,4
02601,38
06424,4
04657,1
12180,2
07305,42
02149,33
05549,17
05857,38
07362,2
00152,11
03054,38
07364,12
12391,13
11808,19
02961,3
00330,4
10154,17
06837,1
00910,1
01480,25
02951,8
12477,5
09840,10
07365,5
00122,1
09198,13
10606,12
06034,9
12261,17
11784,13
08543,35
09966,31
11370,5
06775,12
10440,35
11980,8
03623,2
04996,12
05115,14
03134,14
10030,21
10930,1
05154,3
01241,22
06690,18
01618,12
03881,17
06845,1
00817,8
07135,7
07838,2
09725,18
03739,21
07874,14
06782,3
00208,13
03399,5
05916,7
01862,5
11205,15
02506,40
06257,5
00203,1
08887,4
11583,26
07156,12
01125,7
05836,12
09223,13
07611,28
02388,31
02415,13
08766,16
09098,2
09592,3
04158,4
05999,42
11681,12
05854,23
03166,16
03788,10
03346,3
02792,2
03123,4
00229,36
02444,35
09866,9
06328,8
12023,12
09785,10
04520,9
08978,8
02827,1
01719,10
02948,15
05794,34
05515,19
00624,7
10543,13
02954,23
02932,13
09992,4
01532,11
07178,18
10093,3
09573,4
00619,38
07046,13
05479,15
09000,10
11653,14
05159,4
10790,13
07761,9
05203,13
05201,2
00209,15
10059,22
00949,22
11701,7
03144,4
08456,41
11540,12
02420,12
06475,4
12221,8
01016,15
10097,5
01701,5
09449,12
05562,26
07400,30
08341,6
04976,4
02222,5
09024,32
07005,42
08897,10
09369,6
03763,13
02154,1
08219,22
04017,4
10718,12
11281,17
08231,38
03633,5
08906,11
06976,38
06427,1
00133,13
12360,2
03636,7
04098,25
09350,42
08202,13
00148,11
09697,7
07960,2
00160,13
01586,17
10848,38
06892,25
10824,25
09503,38
01698,38
02617,5
04585,27
09771,29
12295,4
08116,28
00332,3
01695,26
00243,0
09265,7
03049,30
03411,8
01017,4
02965,3
12150,1
08016,7
08380,10
07996,10
06414,31
09363,1
10327,15
03451,2
00035,17
09367,4
10025,2
03520,2
08393,3
06076,5
09144,38
08983,33
10938,1
12081,38
03532,17
01313,10
06745,18
05707,38
11002,19
02467,9
12003,5
10998,4
00912,23
10770,38
00842,13
04426,5
02909,14
09189,2
05798,13
01118,3
00296,33
06181,12
05732,38
07151,7
09340,38
10576,2
08292,18
01921,22
07439,30
09334,2
08789,5
05865,3
11494,13
02858,13
09181,2
05080,14
00568,1
10884,13
12260,2
11201,41
09585,14
02543,13
06240,33
07033,5
10786,14
01924,4
08313,5
05969,13
11141,4
07002,12
03826,35
04707,38
05068,19
08071,13
06052,12
03333,31
12358,5
07332,28
02012,38
06266,18
09887,31
09748,38
07657,4
11692,3
07626,3
05319,18
02340,7
04445,7
03961,15
12590,25
02395,2
03524,1
09083,25
10877,2
05606,9
01404,38
08254,41
05642,11
02440,11
07729,3
08754,38
00443,30
02445,4
06336,34
04236,2
02865,4
09531,16
03034,9
00969,13
02775,11
11732,10
00571,8
07508,18
00844,25
07947,35
03442,3
07921,16
00839,11
07294,14
06807,12
04091,12
09842,16
10028,18
07631,6
02356,1
09412,11
00932,5
09018,38
06440,1
05411,18
02023,4
11224,6
07321,38
03853,34
11526,9
11238,5
00863,2
01495,34
04020,28
06246,2
11641,15
03723,38
10661,35
09894,14
07912,12
01435,18
01436,11
09492,19
11415,11
01377,3
06580,8
12046,28
04854,22
03538,10
01536,38
04950,9
06468,13
02111,17
01589,13
07398,7
06738,25
11373,5
10854,8
08299,21
05541,11
05175,16
03825,14
06281,15
05954,10
10723,10
10150,10
00202,4
04832,8
08484,33
09568,12
01562,38
00054,13
01858,10
11798,3
05742,24
12458,10
08878,13
05117,15
02995,20
01287,10
03913,35
00288,17
05634,13
03604,2
11582,9
04436,7
02386,4
11017,8
10942,31
11282,31
05418,15
03453,8
01784,35
01323,5
03760,10
10497,3
09881,23
02504,35
10593,22
11743,4
11387,35
00239,18
09609,36
02250,1
08371,1
02570,26
08736,5
02263,23
00604,3
04070,30
00100,1
03171,8
02496,3
03258,36
01565,1
11220,14
02127,5
02073,1
01797,31
10803,12
09377,12
09911,1
03045,35
04662,6
01221,17
06898,18
08485,11
04106,31
04469,31
01832,5
07830,1
08682,31
11246,18
11531,24
01132,40
01499,8
12541,38
10679,4
04464,13
11449,11
12365,25
04074,38
04987,25
05637,21
01552,5
06485,38
00836,10
09326,28
11265,10
09814,2
02962,22
01231,5
02611,24
01277,14
01916,29
00954,31
05808,11
09930,12
11678,38
08590,18
06883,5
05896,1
02759,36
07707,4
05119,9
09733,4
03169,4
07275,42
02436,13
11240,38
09617,38
00396,4
07306,18
00703,12
11489,3
05345,12
01324,14
06154,17
08069,13
00740,3
02005,26
09986,2
04331,24
12146,38
11506,1
08362,31
11686,17
04955,9
00070,11
09470,38
07269,8
06415,38
03352,9
06854,0
05621,12
03086,8
11682,7
04240,7
03841,11
12513,3
03755,9
06486,9
12423,41
05186,7
01045,31
07510,5
06818,17
05067,10
06086,5
09807,4
04468,17
01766,14
06905,2
01932,1
08245,13
01783,10
04865,9
05630,7
09196,38
06057,35
10934,13
02597,25
07997,18
03729,10
01027,4
08851,13
11119,23
09638,3
00164,18
06024,25
11913,23
08757,15
02071,12
07259,5
05350,1
05482,15
04371,9
07766,12
01604,7
06290,1
10653,18
01985,25
07023,10
00789,38
00429,34
08025,18
11156,4
07654,12
04298,28
03592,35
09213,23
06711,8
03746,28
02638,28
11648,15
05873,22
02410,38
01235,34
00549,12
11383,7
05477,13
01791,11
06599,8
06524,31
05149,29
04574,2
02113,5
05756,9
00277,39
00902,38
02371,2
03095,35
10988,3
04183,4
06628,12
08365,23
01068,4
12066,5
06594,10
07136,38
05760,21
00940,35
05620,29
08770,6
11127,36
06927,5
04096,8
00019,38
05690,2
05133,5
06615,9
10052,13
01886,18
03691,1
08137,3
07093,4
08733,2
03850,5
09575,14
05342,24
03218,38
01895,17
02478,12
09937,42
01800,13
11968,38
03759,1
12494,38
10547,26
00401,36
02953,33
08959,13
08403,39
03687,10
00739,1
11396,11
04093,1
07011,10
04873,3
03785,1
12343,2
02146,13
08554,1
02213,10
05283,38
07458,14
05326,4
09885,13
10399,4
09727,11
11340,5
05173,13
03401,9
06168,8
00889,2
12089,3
07223,2
02123,13
09255,18
02767,38
10048,4
10746,6
03076,34
01111,5
02155,5
05714,5
07072,30
02309,3
07536,25
12199,2
05754,10
02248,38
05113,5
09021,2
10499,1
09177,26
11545,18
10351,11
07420,1
03029,17
04162,29
02083,13
04758,4
07427,16
07455,18
10339,8
07448,30
02551,9
04477,13
09300,25
08470,1
04491,12
05082,10
10270,13
00491,26
02234,5
00302,2
08029,17
04810,13
11200,42
01310,5
03530,4
03336,2
09355,35
12218,39
05564,8
01374,16
05720,35
02809,38
06315,7
07899,1
05211,38
07245,11
09013,1
08876,10
10174,35
05343,1
00663,7
11453,19
12172,25
10830,5
01141,33
12008,25
11064,5
01286,11
01079,21
08518,7
05108,40
03937,7
00570,3
04999,35
01299,7
01465,26
08457,10
11357,1
09141,32
00705,16
10482,5
09275,18
06171,14
02373,25
08272,38
10557,11
11736,23
07184,4
03423,2
10077,36
10254,13
06808,38
01439,10
11605,13
05604,4
02596,17
12436,40
06577,1
10488,28
03844,13
06114,3
10901,31
02327,2
08355,31
01803,7
06735,12
00899,42
07477,7
11774,4
02592,3
01684,31
03803,13
01352,25
08335,38
07580,3
06299,1
04340,25
05928,2
07701,5
10827,13
05499,33
00405,36
06877,2
06604,33
05236,4
05688,35
02275,12
00398,4
11081,1
07659,8
01971,9
01433,8
03935,38
11909,1
09993,17
01342,13
10783,7
01972,5
09456,13
11711,5
04335,41
09843,11
04348,1
11931,33
08218,15
01836,15
05843,1
09486,8
07214,7
01969,36
11051,7
09262,8
10308,5
08660,19
12091,1
09400,36
05127,40
00790,2
04592,38
06841,2
04835,10
08719,17
07797,18
11629,7
02334,17
07758,2
09955,38
05317,35
11834,18
05320,15
09529,9
01009,12
09700,5
08065,16
08023,9
05407,14
02734,5
11861,9
08720,4
11419,35
03583,17
06924,2
09236,7
11165,2
01076,4
12001,3
03432,5
07182,38
12614,0
01591,38
05510,38
06860,13
00282,31
03125,7
03490,11
08520,36
00734,15
01212,39
11016,3
06562,35
07905,3
08896,15
08387,8
08044,25
01427,4
02994,17
04105,41
04912,10
06310,30
01792,38
00640,7
03368,13
06532,18
01851,28
10012,1
11551,2
08984,21
02431,12
01625,25
11720,31
02383,7
06600,5
04465,10
03023,35
01804,11
12284,1
05011,1
04258,13
06366,40
08417,13
11835,4
06305,33
05962,16
08585,11
07576,13
11105,38
10229,2
11154,4
01276,18
01616,9
02186,14
03410,28
02131,9
02207,38
02450,11
04042,17
05451,15
04898,40
05268,26
07205,8
03819,4
02997,12
05764,3
02758,5
05550,10
04570,0
06773,13
03699,10
03728,18
09258,3
05733,1
05778,19
08430,12
09184,9
07749,7
12555,12
10974,10
10101,14
10396,23
01943,10
11181,9
11633,38
12272,4
06978,12
08098,13
01647,9
10739,15
00556,13
11236,13
01360,26
08181,38
06145,6
09671,12
03657,25
02834,42
01367,5
02055,1
03461,1
00091,1
01825,4
04403,4
01478,4
09767,9
11891,8
06551,2
06497,38
00922,4
01634,20
04855,10
05118,4
03219,10
10337,11
11912,26
04077,29
10741,36
11760,18
04838,10
04013,15
08407,3
07528,31
00176,3
06669,36
04052,31
04729,9
07828,35
05240,4
09532,14
03805,3
05956,13
00519,4
02374,8
06289,33
12258,35
00550,2
02054,26
05882,38
02273,16
02507,2
05311,14
06699,38
00135,10
01896,23
00776,15
07854,38
11439,30
02917,7
09901,2
09654,15
10906,38
05917,15
03608,9
08596,10
00603,19
09404,31
11914,2
08832,41
11869,2
01590,10
07247,1
02921,11
02219,28
07429,1
11557,5
04925,31
06715,36
02575,29
03254,35
09600,13
08691,5
05276,12
11522,4
03857,5
05261,38
06361,1
05361,5
01528,12
00309,40
12019,42
03698,12
12515,10
05218,40
03074,5
01253,17
09740,8
09797,11
01736,4
01729,4
01759,21
05835,10
02303,17
11239,23
12245,12
10366,13
07647,25
07029,7
10907,14
03617,21
07162,7
04201,12
11416,4
00546,1
01962,17
07538,8
09073,18
02253,11
10682,25
00174,33
03143,20
05594,8
08638,1
10364,10
05380,15
04217,11
07775,28
06751,34
09069,2
01238,7
11856,9
04268,31
06792,31
05646,8
09910,13
08405,5
11401,13
03706,35
06183,38
04642,28
00459,6
08394,18
10063,35
09315,2
00733,38
05442,4
09713,12
04207,5
05191,13
02891,39
06625,38
11722,31
06642,11
10023,4
03324,35
03079,17
06101,4
09029,5
02531,25
03822,15
11111,3
10489,30
05265,1
08558,12
06679,25
03264,34
01720,10
07422,35
09063,13
08814,4
07700,30
11996,17
03223,4
10510,12
09698,10
06610,12
03213,12
08715,12
12176,14
06481,13
04882,13
04581,15
02928,1
10252,22
09224,35
06988,2
06146,30
01930,13
01578,3
08379,9
03554,8
10882,13
07388,6
01864,13
11504,29
09774,7
05164,18
04910,13
03518,2
04181,8
08599,24
05607,17
04265,15
02310,5
07280,4
07285,12
09865,4
11572,8
03468,1
05590,13
05964,1
02787,31
03001,36
00788,2
01040,38
10175,22
12538,24
07129,37
00484,2
03190,8
09150,4
01534,5
04578,7
12342,11
07669,2
06816,26
11916,12
02484,25
04792,4
10971,36
07640,40
07252,22
01676,7
05454,5
04985,30
12578,9
12520,1
02449,9
00078,25
10405,4
10140,31
11710,33
05699,4
06150,3
06836,30
06218,4
02993,30
01468,7
00741,1
03206,7
10456,9
00756,2
09106,11
05109,25
08997,12
11335,4
01451,11
10812,12
04712,5
07585,4
10814,1
01273,2
05815,10
07051,38
06388,13
01920,8
01817,18
10618,9
09333,9
00822,3
04118,14
03903,12
06986,29
09908,13
10257,8
05061,13
04668,1
04490,36
11636,2
08022,7
09481,10
09571,35
12274,13
10775,38
11092,25
10347,4
07617,12
05369,40
07824,24
03637,7
08863,38
06962,38
03111,25
03426,5
10374,38
03744,12
04220,13
04499,1
10135,5
02852,31
09576,13
00004,11
01186,22
08844,38
02931,1
01723,15
01290,4
00683,12
07685,38
05472,25
12128,38
04893,24
07524,25
08509,13
09245,29
06236,10
09958,3
02987,6
10621,14
02789,21
05310,13
04354,13
07674,17
03156,3
12037,2
01154,10
06857,2
06098,23
03128,10
01353,8
05065,13
08639,9
06761,35
03584,38
06716,13
09971,9
00020,4
04386,1
04695,4
02427,33
05784,38
03345,2
01084,2
07715,20
06876,12
10787,28
01216,13
03449,14
02591,14
05512,13
05146,10
05664,16
04415,11
01470,15
05765,2
07832,7
07866,7
06803,1
05923,13
10268,4
07971,28
00265,12
09225,25
06130,5
05866,16
12251,9
09450,39
10521,2
05888,5
07264,6
03980,31
09983,13
02520,3
05589,10
03635,12
10658,25
07671,5
05333,1
05534,7
02756,4
04125,21
08196,3
04041,9
05225,6
05085,2
10710,29
05344,4
10453,23
10147,38
07467,20
10683,31
02873,38
01581,13
07820,10
10323,7
04994,4
00230,25
07884,30
08163,1
07577,4
06922,17
09183,39
04019,12
00539,35
08617,35
07535,11
05489,35
09493,42
05879,38
09469,38
09706,4
02254,3
03596,38
06616,42
05187,1
07091,31
02949,17
04779,25
10186,10
05776,7
00710,2
08216,12
01403,2
05936,8
11363,25
10580,38
09393,8
04743,18
11830,30
03558,22
10915,3
07831,4
07064,11
02125,13
05852,35
05245,1
06064,38
07399,32
00732,14
05323,13
08698,9
09990,5
05678,14
09873,31
10359,12
12149,26
00992,7
11699,10
05748,29
10188,24
04048,27
08931,33
12034,38
04911,17
02984,17
12083,12
01514,30
05325,31
07359,23
12056,3
11962,34
01168,2
07241,9
03486,15
03943,13
04380,25
10358,1
02389,10
09613,12
11529,18
12109,11
09459,3
06929,13
04651,10
03567,30
00911,13
12305,5
07665,13
01391,38
05468,2
03121,8
07531,38
06556,5
06239,18
07816,10
01194,7
05028,2
11274,1
08109,35
00442,7
11643,18
09933,3
12471,5
12073,35
06003,1
00900,11
01319,35
00681,14
10419,41
05663,13
05349,23
03295,13
05556,26
04394,17
07861,5
12390,4
05486,10
08627,7
12252,30
00339,25
07584,3
10447,31
08160,5
05169,12
06190,21
03948,25
04510,31
06416,10
12389,13
04227,1
10095,3
08376,21
07594,39
07562,17
06987,17
09704,13
02998,41
03358,22
12092,38
10210,6
06470,35
09909,26
00942,38
07395,19
01300,38
07095,10
04151,12
08807,11
06425,35
11034,25
05185,10
09738,8
09034,1
05881,38
00838,15
09781,18
01067,32
11068,23
08560,23
10411,10
11234,1
00221,4
12334,5
08904,2
09215,5
01865,21
02977,38
06471,23
10650,2
09711,3
05273,4
01574,9
04460,38
06483,11
00001,1
04252,18
03286,14
09347,3
01270,2
10277,38
09741,10
11463,38
07873,34
12137,5
07807,12
12339,22
02230,14
06791,24
05691,11
09174,25
01890,13
04489,2
06977,35
04083,15
04203,16
11427,5
02725,35
04008,1
04059,12
07764,10
09389,20
04342,33
03294,21
01721,13
01336,34
11294,13
07787,9
10914,15
02635,5
07428,31
06482,1
08818,30
06830,12
11406,12
11536,20
11922,10
04870,38
02825,17
04423,1
00859,11
12448,15
02952,33
01036,8
04046,12
08115,1
12055,1
06178,4
05364,6
02307,1
08784,42
01778,35
08396,13
03962,1
08966,19
02980,41
08705,30
08593,11
03594,14
11934,9
03475,1
07504,42
04108,25
01561,2
06960,17
09164,37
01117,38
07721,38
08732,2
04977,32
10478,13
12047,5
10540,4
05658,37
07887,10
04666,33
06109,8
06184,6
00605,9
06279,29
03555,5
03994,35
05019,26
11820,25
09596,26
04613,37
04180,0
00563,18
05205,2
01378,34
02461,38
01738,17
07003,7
04095,1
00251,14
02394,7
02532,10
00532,23
05209,13
03512,18
07171,1
00477,36
01228,11
08943,25
02021,25
03063,28
04862,4
11253,4
08873,25
10624,24
05641,3
03395,13
11696,1
01454,2
12451,31
05738,10
07060,1
05702,12
09071,21
01936,8
08971,25
12143,5
11994,9
09320,1
05389,17
08235,31
07801,12
10311,35
05260,1
03201,9
06099,20
09269,9
06921,36
02100,29
00787,10
01163,17
03200,5
06926,2
04100,15
00845,4
05897,13
07048,31
00880,1
10155,29
08234,35
01525,18
00830,37
01782,8
07959,5
04221,7
12476,30
01043,7
02311,35
07164,18
10352,23
00040,7
03562,5
04145,1
01346,35
10262,9
06467,5
01926,34
11400,34
03629,1
04541,2
08499,6
07328,4
11841,31
05575,15
04799,16
04825,4
10260,15
10112,2
02745,38
04285,2
07923,32
00039,5
02817,19
03457,25
11594,2
00132,14
11723,16
11958,28
12330,15
01593,10
08917,38
02908,15
00136,18
01934,2
09731,38
06899,32
01619,2
00493,3
02474,16
12076,37
11618,7
12100,13
00971,7
11180,9
11096,13
03787,13
08298,1
11166,2
10164,16
04142,18
04942,10
11000,7
06694,17
04530,12
04405,13
12093,33
09525,35
03073,10
06308,2
10641,1
02101,31
08948,7
08244,13
00742,35
04749,2
01938,5
06518,0
11627,13
00599,26
05980,10
03091,1
08327,35
08810,11
04569,25
03419,2
09302,34
07293,32
06894,40
09090,12
08529,25
04431,10
07001,8
06832,5
11705,33
07740,13
04544,7
04741,4
02228,26
09834,19
00873,28
10281,37
08155,8
09607,17
06737,1
00984,31
03024,5
00920,12
11213,3
02463,2
05196,1
07702,12
06507,17
07169,2
08168,37
11452,4
07598,38
10764,2
02128,16
12596,13
05931,17
02630,7
08103,2
11925,30
08910,18
05559,13
03776,0
02500,32
01295,17
09391,5
03244,12
05767,38
11510,39
09464,12
06054,11
12469,9
02808,38
03749,31
03480,25
08197,10
12472,3
10191,12
12443,13
01712,40
02720,17
10849,5
04169,14
00161,16
01763,41
04708,38
09580,4
10089,11
01483,2
02365,2
12378,10
11330,38
07613,3
08620,31
00643,11
04034,13
08760,10
10666,5
01981,17
09121,4
01190,10
10046,11
01171,41
09822,26
03747,12
04630,7
03662,18
01904,36
03172,18
11203,11
05568,32
03183,17
01828,35
04483,33
08586,14
12466,1
00058,9
07942,15
06134,15
06286,1
06376,38
01455,18
03301,10
07121,5
12417,4
11775,35
04239,38
01990,7
09793,19
